index  support   support_data
 2794  39.000        frozenset({'other vegetables', 'whole milk', 'whipped/sour cream', 'butter'})
 2795  26.000        frozenset({'root vegetables', 'other vegetables', 'pip fruit', 'citrus fruit'})
 2796  33.000        frozenset({'other vegetables', 'beef', 'rolls/buns', 'whole milk'})
 2797  27.000        frozenset({'other vegetables', 'whole milk', 'pip fruit', 'butter'})
 2798  30.000        frozenset({'root vegetables', 'whole milk', 'yogurt', 'butter'})
 2799  33.000        frozenset({'other vegetables', 'whole milk', 'tropical fruit', 'butter'})
 2800  25.000        frozenset({'domestic eggs', 'whole milk', 'other vegetables', 'soda'})
 2801  25.000        frozenset({'bottled water', 'other vegetables', 'yogurt', 'rolls/buns'})
 2802  25.000        frozenset({'other vegetables', 'whole milk', 'brown bread', 'soda'})
 2803  31.000        frozenset({'other vegetables', 'yogurt', 'tropical fruit', 'citrus fruit'})
 2804  28.000        frozenset({'domestic eggs', 'whole milk', 'curd', 'other vegetables'})
 2805  28.000        frozenset({'bottled water', 'rolls/buns', 'tropical fruit', 'whole milk'})
 2806  29.000        frozenset({'domestic eggs', 'yogurt', 'tropical fruit', 'whole milk'})
 2807  35.000        frozenset({'domestic eggs', 'whole milk', 'whipped/sour cream', 'other vegetables'})
 2808  27.000        frozenset({'whole milk', 'yogurt', 'rolls/buns', 'sausage'})
 2809  46.000        frozenset({'root vegetables', 'yogurt', 'rolls/buns', 'whole milk'})
 2810  29.000        frozenset({'other vegetables', 'whole milk', 'butter', 'citrus fruit'})
 2811  25.000        frozenset({'root vegetables', 'beef', 'tropical fruit', 'whole milk'})
 2812  31.000        frozenset({'root vegetables', 'other vegetables', 'curd', 'whole milk'})
 2813  50.000        frozenset({'other vegetables', 'whole milk', 'yogurt', 'pip fruit'})
 2814  31.000        frozenset({'other vegetables', 'margarine', 'rolls/buns', 'whole milk'})
 2815  27.000        frozenset({'other vegetables', 'whole milk', 'fruit/vegetable juice', 'soda'})
 2816  69.000        frozenset({'root vegetables', 'other vegetables', 'tropical fruit', 'whole milk'})
 2817  25.000        frozenset({'root vegetables', 'beef', 'yogurt', 'whole milk'})
 2818  26.000        frozenset({'other vegetables', 'yogurt', 'long life bakery product', 'whole milk'})
 2819  25.000        frozenset({'yogurt', 'other vegetables', 'curd', 'tropical fruit'})
 2820  33.000        frozenset({'root vegetables', 'other vegetables', 'tropical fruit', 'pip fruit'})
 2821  43.000        frozenset({'other vegetables', 'whole milk', 'yogurt', 'butter'})
 2822  36.000        frozenset({'other vegetables', 'whipped/sour cream', 'whole milk', 'citrus fruit'})
 2823  27.000        frozenset({'soda', 'other vegetables', 'rolls/buns', 'sausage'})
 2824  27.000        frozenset({'root vegetables', 'other vegetables', 'rolls/buns', 'soda'})
 2825  28.000        frozenset({'other vegetables', 'chicken', 'rolls/buns', 'whole milk'})
 2826  30.000        frozenset({'domestic eggs', 'whole milk', 'tropical fruit', 'other vegetables'})
 2827  28.000        frozenset({'newspapers', 'whole milk', 'yogurt', 'other vegetables'})
 2828  26.000        frozenset({'other vegetables', 'tropical fruit', 'brown bread', 'whole milk'})
 2829  37.000        frozenset({'root vegetables', 'rolls/buns', 'tropical fruit', 'whole milk'})
 2830  59.000        frozenset({'other vegetables', 'yogurt', 'rolls/buns', 'whole milk'})
 2831  49.000        frozenset({'other vegetables', 'tropical fruit', 'whole milk', 'citrus fruit'})
 2832  28.000        frozenset({'pastry', 'other vegetables', 'whole milk', 'soda'})
 2833  26.000        frozenset({'domestic eggs', 'whole milk', 'other vegetables', 'pip fruit'})
 2834  28.000        frozenset({'other vegetables', 'tropical fruit', 'pip fruit', 'citrus fruit'})
 2835  28.000        frozenset({'root vegetables', 'rolls/buns', 'whipped/sour cream', 'whole milk'})
 2836  30.000        frozenset({'pastry', 'yogurt', 'rolls/buns', 'whole milk'})
 2837  28.000        frozenset({'newspapers', 'whole milk', 'rolls/buns', 'other vegetables'})
 2838  77.000        frozenset({'root vegetables', 'other vegetables', 'yogurt', 'whole milk'})
 2839  29.000        frozenset({'other vegetables', 'whole milk', 'whipped/sour cream', 'sausage'})
 2840  56.000        frozenset({'root vegetables', 'yogurt', 'tropical fruit', 'whole milk'})
 2841  27.000        frozenset({'root vegetables', 'tropical fruit', 'whipped/sour cream', 'whole milk'})
 2842  39.000        frozenset({'root vegetables', 'other vegetables', 'beef', 'whole milk'})
 2843  37.000        frozenset({'other vegetables', 'whole milk', 'yogurt', 'sausage'})
 2844  26.000        frozenset({'other vegetables', 'yogurt', 'bottled beer', 'whole milk'})
 2845  36.000        frozenset({'other vegetables', 'whole milk', 'whipped/sour cream', 'pip fruit'})
 2846  36.000        frozenset({'yogurt', 'other vegetables', 'curd', 'whole milk'})
 2847  26.000        frozenset({'bottled water', 'other vegetables', 'root vegetables', 'tropical fruit'})
 2848  37.000        frozenset({'whole milk', 'yogurt', 'tropical fruit', 'pip fruit'})
 2849  25.000        frozenset({'yogurt', 'other vegetables', 'chicken', 'whole milk'})
 2850  29.000        frozenset({'root vegetables', 'other vegetables', 'yogurt', 'pip fruit'})
 2851  49.000        frozenset({'root vegetables', 'other vegetables', 'yogurt', 'tropical fruit'})
 2852  37.000        frozenset({'root vegetables', 'other vegetables', 'pork', 'whole milk'})
 2853  33.000        frozenset({'root vegetables', 'other vegetables', 'tropical fruit', 'whipped/sour cream'})
 2854  27.000        frozenset({'root vegetables', 'other vegetables', 'beef', 'tropical fruit'})
 2855  25.000        frozenset({'yogurt', 'whole milk', 'curd', 'pip fruit'})
 2856  27.000        frozenset({'yogurt', 'curd', 'whipped/sour cream', 'whole milk'})
 2857  31.000        frozenset({'other vegetables', 'curd', 'tropical fruit', 'whole milk'})
 2858  26.000        frozenset({'yogurt', 'rolls/buns', 'whole milk', 'citrus fruit'})
 2859  39.000        frozenset({'bottled water', 'other vegetables', 'yogurt', 'whole milk'})
 2860  28.000        frozenset({'domestic eggs', 'whole milk', 'other vegetables', 'citrus fruit'})
 2861  28.000        frozenset({'yogurt', 'other vegetables', 'frankfurter', 'whole milk'})
 2862  26.000        frozenset({'other vegetables', 'whole milk', 'rolls/buns', 'pip fruit'})
 2863  27.000        frozenset({'bottled water', 'yogurt', 'rolls/buns', 'whole milk'})
 2864  28.000        frozenset({'root vegetables', 'other vegetables', 'beef', 'rolls/buns'})
 2865  30.000        frozenset({'bottled water', 'yogurt', 'rolls/buns', 'soda'})
 2866  27.000        frozenset({'root vegetables', 'rolls/buns', 'yogurt', 'tropical fruit'})
 2867  25.000        frozenset({'pastry', 'whole milk', 'root vegetables', 'yogurt'})
 2868  61.000        frozenset({'root vegetables', 'other vegetables', 'rolls/buns', 'whole milk'})
 2869  25.000        frozenset({'yogurt', 'curd', 'rolls/buns', 'whole milk'})
 2870  26.000        frozenset({'root vegetables', 'whole milk', 'whipped/sour cream', 'butter'})
 2871  27.000        frozenset({'yogurt', 'whipped/sour cream', 'whole milk', 'citrus fruit'})
 2872  45.000        frozenset({'root vegetables', 'domestic eggs', 'whole milk', 'other vegetables'})
 2873  26.000        frozenset({'bottled water', 'other vegetables', 'whole milk', 'butter'})
 2874  31.000        frozenset({'root vegetables', 'other vegetables', 'brown bread', 'whole milk'})
 2875  30.000        frozenset({'pastry', 'other vegetables', 'root vegetables', 'whole milk'})
 2876  25.000        frozenset({'other vegetables', 'fruit/vegetable juice', 'whole milk', 'citrus fruit'})
 2877  28.000        frozenset({'root vegetables', 'beef', 'rolls/buns', 'whole milk'})
 2878  43.000        frozenset({'yogurt', 'tropical fruit', 'whipped/sour cream', 'whole milk'})
 2879  34.000        frozenset({'root vegetables', 'other vegetables', 'whole milk', 'sausage'})
 2880  51.000        frozenset({'root vegetables', 'other vegetables', 'whipped/sour cream', 'whole milk'})
 2881  31.000        frozenset({'whole milk', 'yogurt', 'tropical fruit', 'sausage'})
 2882  30.000        frozenset({'other vegetables', 'rolls/buns', 'whole milk', 'citrus fruit'})
 2883  54.000        frozenset({'root vegetables', 'other vegetables', 'whole milk', 'pip fruit'})
 2884  31.000        frozenset({'root vegetables', 'whole milk', 'tropical fruit', 'pip fruit'})
 2885  28.000        frozenset({'other vegetables', 'whole milk', 'whipped/sour cream', 'soda'})
 2886  43.000        frozenset({'other vegetables', 'whole milk', 'yogurt', 'soda'})
 2887  31.000        frozenset({'whole milk', 'yogurt', 'tropical fruit', 'soda'})
 2888  25.000        frozenset({'root vegetables', 'yogurt', 'fruit/vegetable juice', 'whole milk'})
 2889  27.000        frozenset({'pastry', 'other vegetables', 'rolls/buns', 'whole milk'})
 2890  26.000        frozenset({'newspapers', 'yogurt', 'rolls/buns', 'whole milk'})
 2891  75.000        frozenset({'other vegetables', 'yogurt', 'tropical fruit', 'whole milk'})
 2892  29.000        frozenset({'other vegetables', 'beef', 'tropical fruit', 'whole milk'})
 2893  35.000        frozenset({'root vegetables', 'whole milk', 'yogurt', 'pip fruit'})
 2894  38.000        frozenset({'root vegetables', 'other vegetables', 'frozen vegetables', 'whole milk'})
 2895  35.000        frozenset({'other vegetables', 'yogurt', 'tropical fruit', 'pip fruit'})
 2896  32.000        frozenset({'root vegetables', 'other vegetables', 'margarine', 'whole milk'})
 2897  38.000        frozenset({'yogurt', 'tropical fruit', 'whole milk', 'citrus fruit'})
 2898  25.000        frozenset({'pastry', 'whole milk', 'yogurt', 'soda'})
 2899  25.000        frozenset({'newspapers', 'whole milk', 'other vegetables', 'soda'})
 2900  43.000        frozenset({'other vegetables', 'whole milk', 'rolls/buns', 'soda'})
 2901  30.000        frozenset({'root vegetables', 'newspapers', 'other vegetables', 'whole milk'})
 2902  41.000        frozenset({'root vegetables', 'other vegetables', 'yogurt', 'rolls/buns'})
 2903  30.000        frozenset({'other vegetables', 'whole milk', 'rolls/buns', 'sausage'})
 2904  28.000        frozenset({'other vegetables', 'whole milk', 'pip fruit', 'citrus fruit'})
 2905  26.000        frozenset({'root vegetables', 'other vegetables', 'oil', 'whole milk'})
 2906  32.000        frozenset({'root vegetables', 'other vegetables', 'whole milk', 'onions'})
 2907  26.000        frozenset({'whole milk', 'yogurt', 'whipped/sour cream', 'butter'})
 2908  25.000        frozenset({'pastry', 'other vegetables', 'whole milk', 'pip fruit'})
 2909  32.000        frozenset({'other vegetables', 'pork', 'rolls/buns', 'whole milk'})
 2910  29.000        frozenset({'bottled water', 'other vegetables', 'whole milk', 'citrus fruit'})
 2911  27.000        frozenset({'root vegetables', 'domestic eggs', 'tropical fruit', 'whole milk'})
 2912  33.000        frozenset({'domestic eggs', 'whole milk', 'yogurt', 'other vegetables'})
 2913  30.000        frozenset({'pastry', 'yogurt', 'tropical fruit', 'whole milk'})
 2914  35.000        frozenset({'root vegetables', 'rolls/buns', 'tropical fruit', 'other vegetables'})
 2915  40.000        frozenset({'rolls/buns', 'whole milk', 'tropical fruit', 'other vegetables'})
 2916  25.000        frozenset({'soda', 'other vegetables', 'whole milk', 'pip fruit'})
 2917  25.000        frozenset({'root vegetables', 'other vegetables', 'yogurt', 'sausage'})
 2918  34.000        frozenset({'root vegetables', 'other vegetables', 'yogurt', 'whipped/sour cream'})
 2919  28.000        frozenset({'bottled water', 'whole milk', 'yogurt', 'soda'})
 2920  25.000        frozenset({'root vegetables', 'other vegetables', 'tropical fruit', 'fruit/vegetable juice'})
 2921  39.000        frozenset({'yogurt', 'curd', 'tropical fruit', 'whole milk'})
 2922  35.000        frozenset({'bottled water', 'other vegetables', 'tropical fruit', 'whole milk'})
 2923  32.000        frozenset({'other vegetables', 'tropical fruit', 'fruit/vegetable juice', 'whole milk'})
 2924  44.000        frozenset({'root vegetables', 'other vegetables', 'whole milk', 'soda'})
 2925  27.000        frozenset({'domestic eggs', 'whole milk', 'rolls/buns', 'other vegetables'})
 2926  36.000        frozenset({'root vegetables', 'yogurt', 'whipped/sour cream', 'whole milk'})
 2927  30.000        frozenset({'other vegetables', 'whole milk', 'tropical fruit', 'sausage'})
 2928  44.000        frozenset({'other vegetables', 'tropical fruit', 'whipped/sour cream', 'whole milk'})
 2929  32.000        frozenset({'root vegetables', 'whole milk', 'yogurt', 'sausage'})
 2930  29.000        frozenset({'root vegetables', 'other vegetables', 'shopping bags', 'whole milk'})
 2931  47.000        frozenset({'other vegetables', 'whole milk', 'tropical fruit', 'pip fruit'})
 2932  25.000        frozenset({'bottled water', 'root vegetables', 'tropical fruit', 'whole milk'})
 2933  35.000        frozenset({'other vegetables', 'yogurt', 'frozen vegetables', 'whole milk'})
 2934  50.000        frozenset({'other vegetables', 'yogurt', 'fruit/vegetable juice', 'whole milk'})
 2935  27.000        frozenset({'yogurt', 'tropical fruit', 'fruit/vegetable juice', 'whole milk'})
 2936  31.000        frozenset({'other vegetables', 'margarine', 'yogurt', 'whole milk'})
 2937  47.000        frozenset({'other vegetables', 'yogurt', 'whole milk', 'citrus fruit'})
 2938  41.000        frozenset({'root vegetables', 'other vegetables', 'whole milk', 'butter'})
 2939  33.000        frozenset({'other vegetables', 'yogurt', 'rolls/buns', 'soda'})
 2940  33.000        frozenset({'whole milk', 'yogurt', 'tropical fruit', 'butter'})
 2941  28.000        frozenset({'root vegetables', 'other vegetables', 'yogurt', 'citrus fruit'})
 2942  25.000        frozenset({'root vegetables', 'other vegetables', 'rolls/buns', 'whipped/sour cream'})
 2943  25.000        frozenset({'root vegetables', 'domestic eggs', 'yogurt', 'whole milk'})
 2944  37.000        frozenset({'other vegetables', 'rolls/buns', 'whipped/sour cream', 'whole milk'})
 2945  48.000        frozenset({'rolls/buns', 'yogurt', 'tropical fruit', 'whole milk'})
 2946  31.000        frozenset({'root vegetables', 'yogurt', 'whole milk', 'citrus fruit'})
 2947  25.000        frozenset({'other vegetables', 'frankfurter', 'tropical fruit', 'whole milk'})
 2948  28.000        frozenset({'whole milk', 'yogurt', 'rolls/buns', 'soda'})
 2949  44.000        frozenset({'root vegetables', 'other vegetables', 'tropical fruit', 'citrus fruit'})
 2950  30.000        frozenset({'other vegetables', 'yogurt', 'tropical fruit', 'butter'})
 2951  26.000        frozenset({'bottled water', 'other vegetables', 'rolls/buns', 'whole milk'})
 2952  28.000        frozenset({'other vegetables', 'yogurt', 'brown bread', 'whole milk'})
 2953  40.000        frozenset({'pastry', 'other vegetables', 'yogurt', 'whole milk'})
 2954  37.000        frozenset({'rolls/buns', 'yogurt', 'tropical fruit', 'other vegetables'})
 2955  25.000        frozenset({'root vegetables', 'whole milk', 'rolls/buns', 'sausage'})
